"","fullname","basename","qa_date","sampleID","datestart","sampletype","fieldworkerID","HHID","loggerID","samplerate_minutes","sampling_duration","completeness_fl","time_interval_fl","beacon_presence_fl","beacon_time","startup_proc_fl","duration_fl","flag_total"
"1","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-09-19_KE152-KE004-K_1261","2019-09-19_KE152-KE004-K_1261",2019-11-27,"KE152-KE004-K",2019-09-19,"K",4,152,"1261",0.683333333333333,1.14756944444444,0,0,1,0,0,0,1
"2","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-09-19_KE152-KE004-L_1296","2019-09-19_KE152-KE004-L_1296",2019-11-27,"KE152-KE004-L",2019-09-19,"L",4,152,"1296",0.683333333333333,1.13418981481481,0,0,1,0,1,0,2
"3","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-09-27_KE085-KE005-K_1354","2019-09-27_KE085-KE005-K_1354",2019-11-27,"KE085-KE005-K",2019-09-27,"K",5,85,"1354",0.683333333333333,1.22513888888889,0,0,1,0,0,0,1
"4","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-09-27_KE085-KE005-L_1303","2019-09-27_KE085-KE005-L_1303",2019-11-27,"KE085-KE005-L",2019-09-27,"L",5,85,"1303",0.683333333333333,1.12386574074074,0,0,1,0,0,0,1
"5","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-09-27_KE126-KE004-K_1357","2019-09-27_KE126-KE004-K_1357",2019-11-27,"KE126-KE004-K",2019-09-27,"K",4,126,"1357",0.683333333333333,0.135972222222222,1,0,1,0,0,1,3
"6","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-09-27_KE126-KE004-L_1272","2019-09-27_KE126-KE004-L_1272",2019-11-27,"KE126-KE004-L",2019-09-27,"L",4,126,"1272",0.683333333333333,0.258530092592593,0,0,1,0,0,1,2
"7","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-09-27_KE157-KE013-K_1353","2019-09-27_KE157-KE013-K_1353",2019-11-27,"KE157-KE013-K",2019-09-27,"K",13,157,"1353",0.683333333333333,3.08890046296296,0,0,1,0,0,0,1
"8","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-09-27_KE157-KE013-L_1365","2019-09-27_KE157-KE013-L_1365",2019-11-27,"KE157-KE013-L",2019-09-27,"L",13,157,"1365",0.35,3.07049768518519,0,0,1,0,1,0,2
"9","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-10-07_KE238-KE013-K_1351","2019-10-07_KE238-KE013-K_1351",2019-11-27,"KE238-KE013-K",2019-10-07,"K",13,238,"1351",0.683333333333333,3.15224537037037,0,0,1,0,0,0,1
"10","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-10-07_KE238-KE013-L_1306","2019-10-07_KE238-KE013-L_1306",2019-11-27,"KE238-KE013-L",2019-10-07,"L",13,238,"1306",0.35,3.16331018518519,0,0,1,0,1,0,2
"11","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-10-08_KE157-KE001-K_1272","2019-10-08_KE157-KE001-K_1272",2019-11-27,"KE157-KE001-K",2019-10-08,"K",1,157,"1272",0.683333333333333,5.8272337962963,0,0,1,0,0,0,1
"12","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-10-08_KE157-KE001-L_1306","2019-10-08_KE157-KE001-L_1306",2019-11-27,"KE157-KE001-L",2019-10-08,"L",1,157,"1306",0.35,3.02621527777778,0,0,1,0,1,0,2
"13","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-10-14_KE053-KE011-K_1355","2019-10-14_KE053-KE011-K_1355",2019-11-27,"KE053-KE011-K",2019-10-14,"K",11,53,"1355",0.683333333333333,2.02408564814815,0,0,1,0,0,0,1
"14","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-10-14_KE053-KE011-L_1341","2019-10-14_KE053-KE011-L_1341",2019-11-27,"KE053-KE011-L",2019-10-14,"L",11,53,"1341",0.683333333333333,2.20581018518519,0,0,1,0,1,0,2
"15","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-10-14_KE229-KE005-K_1261","2019-10-14_KE229-KE005-K_1261",2019-11-27,"KE229-KE005-K",2019-10-14,"K",5,229,"1261",0.683333333333333,1.21793981481481,0,0,1,0,1,0,2
"16","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-10-14_KE229-KE005-L_1344","2019-10-14_KE229-KE005-L_1344",2019-11-27,"KE229-KE005-L",2019-10-14,"L",5,229,"1344",0.35,1.23344907407407,0,0,1,0,0,0,1
"17","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-10-15_KE026-KE005-K_1345","2019-10-15_KE026-KE005-K_1345",2019-11-27,"KE026-KE005-K",2019-10-15,"K",5,26,"1345",0.683333333333333,0.556585648148148,0,0,1,0,0,1,2
"18","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-10-15_KE026-KE005-L_1343","2019-10-15_KE026-KE005-L_1343",2019-11-27,"KE026-KE005-L",2019-10-15,"L",5,26,"1343",0.35,0.0090625,1,0,1,1,1,1,5
"19","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-10-15_KE158-KE011-K_1272","2019-10-15_KE158-KE011-K_1272",2019-11-27,"KE158-KE011-K",2019-10-15,"K",11,158,"1272",0.683333333333333,1.0337037037037,0,0,1,0,0,0,1
"20","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-10-15_KE158-KE011-L_1306","2019-10-15_KE158-KE011-L_1306",2019-11-27,"KE158-KE011-L",2019-10-15,"L",11,158,"1306",0.683333333333333,1.15290509259259,0,0,1,0,1,0,2
"21","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-10-16_KE199-KE011-K_1261","2019-10-16_KE199-KE011-K_1261",2019-11-27,"KE199-KE011-K",2019-10-16,"K",11,199,"1261",0.683333333333333,1.05695601851852,0,0,1,0,0,0,1
"22","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-10-16_KE199-KE011-L_1344","2019-10-16_KE199-KE011-L_1344",2019-11-27,"KE199-KE011-L",2019-10-16,"L",11,199,"1344",0.35,1.19369212962963,0,0,1,0,0,0,1
"23","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-10-17_KE015-KE005-K_1345","2019-10-17_KE015-KE005-K_1345",2019-11-27,"KE015-KE005-K",2019-10-17,"K",5,15,"1345",0.683333333333333,1.05935185185185,0,0,1,0,0,0,1
"24","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-10-17_KE015-KE005-L_1296","2019-10-17_KE015-KE005-L_1296",2019-11-27,"KE015-KE005-L",2019-10-17,"L",5,15,"1296",0.35,1.05931712962963,0,0,1,0,1,0,2
"25","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-10-17_KE026-KE005-K_1272","2019-10-17_KE026-KE005-K_1272",2019-11-27,"KE026-KE005-K",2019-10-17,"K",5,26,"1272",0.683333333333333,1.15119212962963,0,0,1,0,0,0,1
"26","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-10-17_KE026-KE011-L_1356","2019-10-17_KE026-KE011-L_1356",2019-11-27,"KE026-KE011-L",2019-10-17,"L",11,26,"1356",0.35,1.15230324074074,0,0,1,0,0,0,1
"27","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-10-23_KE190-KE004-K_1356","2019-10-23_KE190-KE004-K_1356",2019-11-27,"KE190-KE004-K",2019-10-23,"K",4,190,"1356",0.683333333333333,1.91765046296296,0,0,1,0,1,0,2
"28","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-10-23_KE190-KE004-L_1343","2019-10-23_KE190-KE004-L_1343",2019-11-27,"KE190-KE004-L",2019-10-23,"L",4,190,"1343",0.683333333333333,1.91865740740741,0,0,1,0,0,0,1
"29","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-10-24_KE023-KE005-K_1345","2019-10-24_KE023-KE005-K_1345",2019-11-27,"KE023-KE005-K",2019-10-24,"K",5,23,"1345",0.683333333333333,1.09945601851852,0,0,1,0,0,0,1
"30","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-10-24_KE023-KE005-L_1272","2019-10-24_KE023-KE005-L_1272",2019-11-27,"KE023-KE005-L",2019-10-24,"L",5,23,"1272",0.35,1.10144675925926,0,0,1,0,0,0,1
"31","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-10-24_KE028-KE011-K_1296","2019-10-24_KE028-KE011-K_1296",2019-11-27,"KE028-KE011-K",2019-10-24,"K",11,28,"1296",0.683333333333333,1.12277777777778,0,0,1,0,0,0,1
"32","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-10-24_KE028-KE011-L_1261","2019-10-24_KE028-KE011-L_1261",2019-11-27,"KE028-KE011-L",2019-10-24,"L",11,28,"1261",0.35,1.12060185185185,0,0,1,0,0,0,1
"33","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-10-28_KE117-KE004-K_1355","2019-10-28_KE117-KE004-K_1355",2019-11-27,"KE117-KE004-K",2019-10-28,"K",4,117,"1355",0.683333333333333,0.395011574074074,0,0,1,0,0,1,2
"34","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-10-28_KE117-KE004-L_1345","2019-10-28_KE117-KE004-L_1345",2019-11-27,"KE117-KE004-L",2019-10-28,"L",4,117,"1345",0.683333333333333,3.119375,0,0,1,0,0,0,1
"35","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-10-28_KE148-KE005-K_1356","2019-10-28_KE148-KE005-K_1356",2019-11-27,"KE148-KE005-K",2019-10-28,"K",5,148,"1356",0.683333333333333,3.14210648148148,0,0,1,0,0,0,1
"36","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-10-28_KE148-KE005-L_1341","2019-10-28_KE148-KE005-L_1341",2019-11-27,"KE148-KE005-L",2019-10-28,"L",5,148,"1341",0.35,1.41586805555556,0,0,1,0,1,0,2
"37","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-10-29_KE162-KE001-K_1344","2019-10-29_KE162-KE001-K_1344",2019-11-27,"KE162-KE001-K",2019-10-29,"K",1,162,"1344",0.683333333333333,2.21165509259259,0,0,1,0,1,0,2
"38","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-10-29_KE162-KE001-L_1343","2019-10-29_KE162-KE001-L_1343",2019-11-27,"KE162-KE001-L",2019-10-29,"L",1,162,"1343",0.683333333333333,2.2125,0,0,1,0,0,0,1
"39","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-10-30_KE048-KE004-K_1261","2019-10-30_KE048-KE004-K_1261",2019-11-27,"KE048-KE004-K",2019-10-30,"K",4,48,"1261",0.683333333333333,1.05053240740741,0,0,1,0,1,0,2
"40","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-10-30_KE048-KE004-L_1353","2019-10-30_KE048-KE004-L_1353",2019-11-27,"KE048-KE004-L",2019-10-30,"L",4,48,"1353",0.683333333333333,1.05055555555556,0,0,1,0,0,0,1
"41","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-10-30_KE229-KE011-K_1272","2019-10-30_KE229-KE011-K_1272",2019-11-27,"KE229-KE011-K",2019-10-30,"K",11,229,"1272",0.683333333333333,1.19783564814815,0,0,1,0,0,0,1
"42","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-10-30_KE229-KE011-L_1354","2019-10-30_KE229-KE011-L_1354",2019-11-27,"KE229-KE011-L",2019-10-30,"L",11,229,"1354",0.683333333333333,1.34079861111111,0,0,1,0,0,0,1
"43","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-11-04_KE053-KE004-K_1353","2019-11-04_KE053-KE004-K_1353",2019-11-27,"KE053-KE004-K",2019-11-04,"K",4,53,"1353",0.683333333333333,1.19837962962963,0,0,1,0,0,0,1
"44","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-11-04_KE053-KE004-L_1345","2019-11-04_KE053-KE004-L_1345",2019-11-27,"KE053-KE004-L",2019-11-04,"L",4,53,"1345",0.683333333333333,1.19854166666667,0,0,1,0,1,0,2
"45","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-11-04_KE148-KE011-K_1306","2019-11-04_KE148-KE011-K_1306",2019-11-27,"KE148-KE011-K",2019-11-04,"K",11,148,"1306",0.683333333333333,3.16277777777778,0,0,1,0,0,0,1
"46","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-11-04_KE148-KE011-L_1352","2019-11-04_KE148-KE011-L_1352",2019-11-27,"KE148-KE011-L",2019-11-04,"L",11,148,"1352",0.35,3.16278935185185,0,0,1,0,1,0,2
"47","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-11-05_KE062-KE004-K_1342","2019-11-05_KE062-KE004-K_1342",2019-11-27,"KE062-KE004-K",2019-11-05,"K",4,62,"1342",0.683333333333333,3.06251157407407,0,0,1,0,1,0,2
"48","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-11-05_KE062-KE004-L_1357","2019-11-05_KE062-KE004-L_1357",2019-11-27,"KE062-KE004-L",2019-11-05,"L",4,62,"1357",0.35,3.06278935185185,0,0,1,0,0,0,1
"49","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-11-06_KE040-KE004-K_1345","2019-11-06_KE040-KE004-K_1345",2019-11-27,"KE040-KE004-K",2019-11-06,"K",4,40,"1345",0.683333333333333,1.0225,0,0,1,0,1,0,2
"50","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-11-06_KE040-KE004-L_1353","2019-11-06_KE040-KE004-L_1353",2019-11-27,"KE040-KE004-L",2019-11-06,"L",4,40,"1353",0.683333333333333,1.02103009259259,0,0,1,0,1,0,2
"51","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-11-06_KE155-KE011-K_1296","2019-11-06_KE155-KE011-K_1296",2019-11-27,"KE155-KE011-K",2019-11-06,"K",11,155,"1296",0.683333333333333,0.742430555555556,0,0,1,0,0,1,2
"52","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-11-06_KE155-KE011-L_1344","2019-11-06_KE155-KE011-L_1344",2019-11-27,"KE155-KE011-L",2019-11-06,"L",11,155,"1344",0.683333333333333,1.17763888888889,0,0,1,0,1,0,2
"53","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-11-07_KE033-KE004-K_1358","2019-11-07_KE033-KE004-K_1358",2019-11-27,"KE033-KE004-K",2019-11-07,"K",4,33,"1358",0.683333333333333,1.02790509259259,0,0,1,0,0,0,1
"54","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-11-07_KE033-KE004-L_1354","2019-11-07_KE033-KE004-L_1354",2019-11-27,"KE033-KE004-L",2019-11-07,"L",4,33,"1354",0.35,1.19355324074074,0,0,1,0,0,0,1
"55","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-11-07_KE103-KE005-K_1355","2019-11-07_KE103-KE005-K_1355",2019-11-27,"KE103-KE005-K",2019-11-07,"K",5,103,"1355",0.683333333333333,1.06122685185185,0,0,1,0,0,0,1
"56","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-11-07_KE103-KE005-L_1356","2019-11-07_KE103-KE005-L_1356",2019-11-27,"KE103-KE005-L",2019-11-07,"L",5,103,"1356",0.35,1.06131944444444,0,0,1,0,0,0,1
"57","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-11-11_KE120-KE004-K_1353","2019-11-11_KE120-KE004-K_1353",2019-11-27,"KE120-KE004-K",2019-11-11,"K",4,120,"1353",0.683333333333333,4.04444444444444,0,0,1,0,0,0,1
"58","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-11-11_KE120-KE004-L_1358","2019-11-11_KE120-KE004-L_1358",2019-11-27,"KE120-KE004-L",2019-11-11,"L",4,120,"1358",0.683333333333333,4.04412037037037,0,0,1,0,1,0,2
"59","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-11-22_KE510-KE011-K_1357","2019-11-22_KE510-KE011-K_1357",2019-11-27,"KE510-KE011-K",2019-11-22,"K",11,510,"1357",0.683333333333333,3.12078703703704,0,0,1,0,0,0,1
"60","/Users/ricardopiedrahita/Dropbox/CA(Kenya)/UNOPs/Datafromtheteam/BeaconLogger/2019-11-22_KE510-KE011-L_1341","2019-11-22_KE510-KE011-L_1341",2019-11-27,"KE510-KE011-L",2019-11-22,"L",11,510,"1341",0.683333333333333,3.0228587962963,0,0,1,0,0,0,1
